" This table shows the overall results to the Civil Service People Survey 2014 by demographic groups - covering job and personal characteristics. These results are different to the benchmark publication in that they are affected by the relative number of responses from different participating organisations (i.e. responses from DWP, HMRC, MOD and NOMS account for 50% of these results).  The Civil Service benchmark is the median score of all participating organisations and therefore is not influenced by the relative number of respondents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil Service People Survey 2014: results by demographic group1,,Grade,,,,,,Country usually work in [H01],,,,,,Region of England usually work in [H1A],,,,,,,,,,Time in current job [H02],,,,,,Time in organisation (or predecessor) [H03],,,,,,Time in Civil Service [H04],,,,,,Manager status [H05],,,Working pattern [H06],,,,Employment status [H07],,,,,,,Occupation of main role - major groups [H08],,,,,,Occupation of main role [H08],,,,,,,,,,,Occupation of main role (cont.) [H08],,,,,,,,,,,,,,,,,,,,,,,Occupation of main role (cont.) [H08],,,,,,Development scheme [H09],,,,Sex [J01],,,Age [J02],,,,,Ethnicity - binary [J03],,,Ethnicity - major group [J03],,,,,,Ethnicity - detailed [J03],,,,,,,,,,,,,,,,,,,Long-term health [J04],,,Impact of long-term illness/condition [J04],,,,Long-term health [J04/J4A],,,Caring status [J05],,,Childcare status [J06],,,Sexual identity [J07],,,,Religious identity [J08],,,,,,,
,,"AO/AA  (n=71,169)","EO  (n=71,898)","SEO/HEO  (n=72,428)","G6/G7  (n=30,280)","SCS  (n=4,532)",,"England  (n=214,139)","Scotland  (n=24,560)","Wales  (n=18,964)","Northern Ireland  (n=1,648)","Overseas  (n=12,983)",,"East Midlands  (n=12,854)","East of England  (n=11,074)","London  (n=53,033)","North East England  (n=18,164)","North West England  (n=27,646)","South East England  (n=25,934)","South West England  (n=29,949)","West Midlands  (n=16,461)","Yorkshire and the Humber  (n=17,139)",,"Less than 1 year  (n=62,600)","1 year but less than 3 years  (n=69,831)","3 years but less than 5 years  (n=31,332)","5 years but less than 10 years  (n=52,145)","10 years or more  (n=53,365)",,"Less than 1 year  (n=18,472)","1 year but less than 3 years  (n=22,231)","3 years but less than 5 years  (n=14,133)","5 years but less than 10 years  (n=47,770)","10 years or more  (n=149,617)",,"Less than 1 year  (n=16,281)","1 year but less than 3 years  (n=17,717)","3 years but less than 5 years  (n=10,605)","5 years but less than 10 years  (n=43,165)","10 years or more  (n=153,737)",,"Non-manager  (n=185,696)","Manager  (n=85,527)",,"Full-time  (n=220,586)","Part-time  (n=50,140)",Job-share  (n=798),,"Permanent contract  (n=254,546)","Fixed term contract  (n=8,972)","Loaned from other CS organisation  (n=2,712)","Temporary/agency worker  (n=2,859)","Contractor/freelancer  (n=1,332)","Secondee from outside CS  (n=1,464)",,"Operations  (n=156,858)","Corporate Services  (n=47,851)","Policy  (n=17,127)","Specialist services  (n=30,013)","Other  (n=16,410)",,"Operations - Administrative  (n=21,709)","Operations - Casework  (n=19,534)","Operations - Debt Management and Banking  (n=3,060)","Operations - Face to Face  (n=28,328)","Operations - General management  (n=10,098)","Operations - Inspection  (n=2,021)","Operations - Investigation  (n=4,830)","Operations - Logistics  (n=3,658)","Operations - Offender management  (n=1,361)","Operations - Processing  (n=22,500)","Operations - Tax professional  (n=4,379)","Operations - Transport  (n=1,890)","Operations - Voice  (n=11,816)","Operations - Other operations  (n=21,674)","CS - Commercial  (n=4,036)","CS - Estates  (n=3,149)","CS - Finance  (n=7,690)","CS - Human resources  (n=6,431)",CS - Internal audit  (n=678),"CS - Information technology  (n=7,188)","CS - Knowledge & information management  (n=1,770)","CS - Private Office  (n=1,699)","CS - Programme and project management  (n=9,652)","CS - Security  (n=3,837)","CS - Strategy  (n=1,721)","Policy  (n=17,127)",Specialist - Animal health  (n=280),"Specialist - Cartography  (n=1,285)","Specialist - Comms  (n=3,626)","Specialist - Economics  (n=1,229)","Specialist - Engineering  (n=5,151)","Specialist - Health  (n=2,739)","Specialist - Legal  (n=6,689)",Specialist - Operational research  (n=991),"Specialist - Scientist  (n=4,088)",Specialist - Social research  (n=760),"Specialist - Statistics  (n=1,914)","Specialist - Other  (n=1,261)","Other  (n=16,410)",,"Not on a development scheme (n=257,718)","Civil Service Fast Stream schemes (n=1,800)","Other development scheme (n=7,167)",,"Male  (n=116,954)","Female  (n=124,778)",,"Aged 16-34  (n=53,431)","Aged 35-44  (n=60,949)","Aged 45-54  (n=79,870)","Aged 55+  (n=41,210)",,"White  (n=220,741)","BME  (n=22,895)",,"White  (n=220,741)","Mixed  (n=3,533)","Asian  (n=10,942)","Black  (n=6,308)","Other ethnic group  (n=2,112)",,"White- British  (n=211,717)","White - Irish  (n=1,977)",White - Gypsy/Irish Traveller  (n=429),"White - any other white background  (n=6,618)",Mixed - White and Black Caribbean  (n=688),Mixed - White and Black African  (n=373),"Mixed - White and Asian  (n=1,061)","Mixed - any other mixed background  (n=1,411)","Asian - Indian  (n=5,955)","Asain - Pakistani  (n=1,971)",Asian - Bangladeshi  (n=891),Asian - Chinese  (n=718),"Asian - any other Asian background  (n=2,125)","Black - African  (n=3,454)","Black - Caribbean  (n=2,379)",Black - any other Black background  (n=475),Other - Arab  (n=667),Other - any other background  (n=727),,"No long-term limiting illness or condition (n=211,772)","Long-term limiting illness or condition (n=37,098)",,"Illness/condition has no impact on daily activity/work (10,154)","Illness/condition has a little impact on daily activity/work (n=20,783)","Illness/condition has a lot of impact on daily activity/work (n=6,024)",,"No long-term limiting illness/condition or an illness/condition has no impact on daily activities/work (n=221,926)","Long-term limiting illness or condition which has an impact on daily activities/work (n=26,807)",,"Not a carer (n=196,189)","Carer for others (n=56,213)",,"No childcare responsibilities  (n=164,854)","Has childcare responsibilities  (n=87,391)",,"Heterosexual/straight  (n=225,931)","Gay, lesbian or bisexual  (n=7,856)","Other  (n=1,446)",,"No religion (n=88,124)","Christian (n=130,522)","Buddhist (n=1,298)","Hindu (n=3,434)",Jewish (n=844),"Muslim (n=5,470)","Sikh (n=1,461)","Any other religion (n=4,007)"
B38. I am satisfied with the total benefits package ,,28%,28%,33%,39%,40%,,30%,29%,40%,31%,32%,,31%,29%,29%,30%,30%,29%,32%,32%,31%,,38%,33%,29%,27%,25%,,44%,36%,32%,30%,29%,,42%,38%,32%,31%,28%,,29%,35%,,30%,34%,37%,,30%,40%,39%,24%,36%,44%,,30%,34%,33%,33%,25%,,32%,26%,22%,34%,36%,28%,22%,31%,13%,28%,15%,22%,31%,31%,34%,33%,36%,41%,35%,28%,32%,38%,32%,33%,41%,33%,31%,32%,40%,41%,24%,42%,30%,35%,24%,50%,43%,33%,25%,,30%,44%,40%,,28%,37%,,38%,34%,30%,28%,,33%,29%,,33%,32%,29%,27%,28%,,33%,31%,17%,32%,37%,29%,32%,30%,27%,32%,32%,29%,31%,29%,26%,23%,33%,23%,,33%,25%,,30%,24%,19%,,33%,23%,,33%,28%,,32%,32%,,33%,31%,24%,,32%,33%,27%,28%,29%,31%,27%,25%
B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable ,,22%,22%,25%,31%,30%,,24%,22%,32%,29%,25%,,25%,24%,23%,24%,24%,22%,24%,25%,27%,,31%,26%,23%,21%,20%,,39%,30%,25%,23%,22%,,39%,32%,26%,23%,22%,,23%,27%,,24%,27%,30%,,24%,37%,32%,37%,44%,44%,,24%,27%,26%,26%,22%,,27%,20%,19%,27%,26%,22%,21%,25%,11%,22%,11%,16%,25%,24%,26%,27%,29%,34%,29%,20%,26%,32%,25%,30%,32%,26%,21%,23%,34%,31%,15%,41%,26%,21%,15%,42%,33%,25%,22%,,24%,32%,30%,,22%,29%,,30%,27%,25%,22%,,26%,25%,,26%,27%,24%,24%,23%,,26%,25%,14%,26%,31%,31%,25%,24%,22%,30%,27%,22%,26%,26%,21%,22%,30%,18%,,26%,19%,,22%,19%,16%,,26%,18%,,26%,22%,,25%,25%,,26%,25%,20%,,26%,26%,21%,22%,23%,28%,21%,20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership and managing change ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40. I feel that [my organisation] as a whole is managed well ,,35%,34%,38%,44%,68%,,35%,40%,43%,35%,53%,,33%,31%,43%,34%,34%,30%,33%,35%,35%,,46%,40%,37%,32%,29%,,57%,47%,41%,36%,34%,,51%,47%,42%,38%,35%,,34%,44%,,38%,36%,47%,,36%,52%,50%,56%,44%,45%,,36%,42%,49%,38%,28%,,39%,29%,26%,41%,47%,31%,22%,33%,33%,34%,17%,18%,38%,38%,39%,41%,45%,45%,39%,36%,37%,61%,41%,42%,53%,49%,21%,37%,48%,53%,26%,36%,37%,37%,32%,48%,46%,46%,28%,,37%,60%,52%,,35%,43%,,46%,41%,38%,34%,,38%,49%,,38%,43%,49%,50%,48%,,38%,41%,16%,43%,44%,51%,44%,41%,47%,52%,52%,47%,53%,59%,39%,42%,63%,37%,,40%,30%,,37%,30%,23%,,40%,28%,,39%,36%,,38%,40%,,40%,38%,29%,,37%,41%,36%,49%,37%,54%,45%,31%
B41. [Senior managers] in [my organisation] are sufficiently visible ,,39%,38%,46%,56%,78%,,42%,44%,46%,44%,57%,,38%,35%,52%,40%,41%,36%,39%,42%,41%,,53%,48%,43%,38%,33%,,61%,54%,48%,43%,39%,,55%,53%,49%,45%,41%,,40%,52%,,44%,39%,50%,,43%,55%,59%,60%,50%,51%,,41%,50%,60%,45%,35%,,46%,38%,37%,37%,56%,40%,32%,34%,37%,39%,33%,19%,40%,43%,47%,45%,52%,52%,50%,44%,44%,70%,50%,44%,66%,60%,30%,38%,53%,65%,34%,39%,47%,49%,38%,54%,56%,49%,35%,,43%,66%,59%,,42%,48%,,53%,47%,43%,38%,,44%,53%,,44%,49%,53%,55%,53%,,44%,47%,23%,50%,51%,51%,51%,48%,51%,56%,56%,57%,57%,60%,47%,48%,59%,43%,,46%,36%,,41%,36%,29%,,46%,34%,,45%,41%,,44%,46%,,45%,46%,36%,,44%,45%,44%,53%,47%,56%,49%,37%
B42. I believe the actions of [senior managers] are consistent with [my organisation's] values ,,36%,35%,42%,49%,75%,,38%,41%,42%,41%,53%,,36%,35%,45%,37%,37%,34%,37%,38%,37%,,48%,43%,39%,35%,31%,,57%,49%,43%,39%,36%,,53%,49%,45%,41%,36%,,36%,48%,,40%,36%,46%,,39%,52%,53%,55%,48%,51%,,38%,43%,53%,42%,33%,,41%,32%,31%,39%,52%,37%,29%,35%,33%,36%,26%,19%,39%,40%,41%,42%,45%,43%,40%,38%,37%,61%,43%,43%,55%,53%,27%,39%,46%,58%,32%,42%,44%,45%,36%,46%,48%,47%,33%,,39%,63%,56%,,40%,44%,,48%,43%,40%,36%,,41%,47%,,41%,44%,48%,47%,50%,,41%,43%,19%,46%,44%,48%,47%,42%,44%,49%,52%,52%,53%,53%,39%,39%,61%,37%,,43%,32%,,38%,32%,25%,,42%,30%,,42%,38%,,40%,42%,,42%,41%,30%,,40%,43%,40%,47%,42%,52%,44%,33%
B43. I believe that [the board has] a clear vision for the future of [my organisation] ,,35%,36%,40%,43%,63%,,37%,41%,42%,36%,49%,,36%,33%,40%,36%,37%,33%,36%,37%,37%,,44%,40%,38%,35%,31%,,49%,43%,39%,36%,36%,,44%,43%,40%,37%,37%,,35%,45%,,38%,36%,43%,,37%,45%,39%,51%,42%,41%,,38%,43%,40%,35%,29%,,39%,32%,31%,41%,49%,37%,26%,33%,44%,35%,30%,22%,39%,41%,41%,41%,44%,46%,42%,39%,37%,53%,43%,43%,51%,40%,17%,35%,43%,40%,28%,31%,36%,41%,32%,35%,38%,43%,29%,,38%,46%,50%,,37%,43%,,41%,40%,40%,37%,,39%,47%,,39%,42%,47%,49%,47%,,39%,40%,15%,39%,42%,51%,43%,38%,44%,48%,48%,47%,52%,56%,40%,42%,57%,38%,,40%,33%,,39%,33%,27%,,40%,32%,,39%,38%,,38%,40%,,40%,38%,31%,,37%,42%,39%,47%,35%,50%,43%,33%
"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] ",,30%,29%,35%,44%,74%,,32%,36%,37%,32%,47%,,30%,27%,40%,30%,30%,27%,30%,31%,31%,,43%,37%,33%,28%,25%,,55%,44%,38%,33%,30%,,49%,44%,39%,34%,30%,,30%,42%,,34%,30%,42%,,32%,48%,50%,53%,44%,46%,,31%,39%,47%,35%,25%,,35%,25%,22%,33%,44%,30%,21%,29%,30%,29%,16%,15%,32%,34%,36%,37%,40%,41%,37%,33%,33%,59%,38%,38%,53%,47%,19%,33%,43%,54%,25%,31%,36%,36%,29%,41%,43%,41%,25%,,33%,59%,50%,,33%,38%,,42%,37%,34%,30%,,34%,43%,,34%,40%,44%,43%,47%,,34%,38%,13%,41%,39%,44%,42%,37%,41%,46%,48%,47%,49%,50%,34%,35%,58%,35%,,36%,26%,,32%,26%,20%,,36%,24%,,36%,32%,,34%,36%,,36%,36%,25%,,34%,36%,33%,43%,37%,48%,41%,27%
B45. I feel that change is managed well in [my organisation] ,,29%,26%,25%,29%,55%,,26%,29%,32%,25%,38%,,26%,22%,30%,28%,28%,22%,22%,28%,26%,,33%,29%,27%,25%,23%,,40%,33%,29%,27%,25%,,36%,32%,29%,28%,26%,,26%,31%,,27%,28%,32%,,27%,37%,33%,43%,31%,29%,,28%,29%,30%,25%,19%,,31%,22%,22%,34%,34%,20%,15%,25%,25%,29%,11%,14%,33%,29%,23%,30%,29%,31%,21%,24%,22%,40%,29%,32%,37%,30%,12%,23%,32%,35%,17%,24%,26%,28%,20%,29%,29%,30%,19%,,27%,38%,38%,,26%,32%,,33%,30%,28%,26%,,28%,39%,,28%,32%,42%,40%,39%,,28%,31%,13%,30%,33%,39%,33%,29%,40%,44%,43%,35%,44%,48%,31%,34%,55%,29%,,30%,23%,,27%,22%,18%,,29%,21%,,29%,27%,,28%,29%,,29%,28%,24%,,27%,30%,29%,42%,25%,45%,37%,25%
B46. When changes are made in [my organisation] they are usually for the better ,,25%,24%,24%,29%,55%,,24%,27%,30%,22%,32%,,23%,20%,28%,26%,25%,20%,20%,25%,24%,,31%,27%,25%,22%,19%,,38%,33%,28%,25%,22%,,33%,32%,29%,27%,23%,,22%,30%,,25%,24%,29%,,24%,35%,31%,40%,33%,25%,,26%,28%,26%,21%,16%,,24%,20%,19%,32%,33%,19%,12%,21%,25%,25%,11%,13%,32%,28%,23%,26%,27%,30%,23%,25%,20%,38%,29%,29%,38%,26%,8%,21%,29%,35%,14%,20%,19%,26%,16%,22%,28%,28%,16%,,24%,39%,40%,,24%,29%,,32%,28%,25%,21%,,25%,36%,,25%,30%,39%,34%,35%,,25%,29%,11%,26%,33%,35%,30%,28%,36%,42%,43%,33%,41%,41%,25%,31%,48%,26%,,27%,20%,,24%,20%,16%,,27%,19%,,26%,24%,,25%,27%,,26%,27%,23%,,25%,27%,27%,39%,22%,42%,35%,21%
B47. [My organisation] keeps me informed about matters that affect me ,,47%,48%,54%,63%,82%,,51%,52%,54%,47%,58%,,47%,45%,57%,48%,50%,47%,51%,49%,49%,,60%,55%,52%,46%,42%,,66%,58%,53%,49%,49%,,61%,58%,53%,51%,50%,,47%,60%,,52%,50%,54%,,51%,61%,62%,60%,55%,59%,,50%,57%,63%,52%,40%,,50%,44%,44%,54%,63%,47%,37%,45%,40%,48%,38%,34%,50%,53%,55%,47%,58%,60%,59%,52%,52%,69%,61%,51%,67%,63%,35%,50%,63%,68%,44%,48%,49%,62%,49%,61%,63%,58%,40%,,51%,67%,66%,,51%,56%,,56%,54%,53%,51%,,53%,59%,,53%,56%,59%,61%,56%,,53%,54%,24%,57%,59%,58%,57%,53%,59%,58%,60%,58%,60%,65%,56%,52%,62%,47%,,54%,45%,,52%,44%,35%,,54%,42%,,54%,50%,,53%,53%,,54%,52%,40%,,52%,55%,49%,60%,51%,60%,55%,43%
B48. I have the opportunity to contribute my views before decisions are made that affect me ,,27%,27%,32%,43%,72%,,30%,31%,34%,26%,38%,,28%,26%,35%,30%,30%,27%,29%,29%,30%,,37%,34%,31%,27%,24%,,42%,35%,33%,29%,29%,,37%,35%,32%,31%,30%,,27%,40%,,31%,29%,37%,,30%,38%,42%,38%,36%,41%,,30%,35%,39%,31%,23%,,31%,23%,25%,33%,43%,26%,19%,27%,23%,28%,20%,14%,27%,33%,31%,32%,35%,39%,34%,30%,32%,45%,37%,34%,50%,39%,22%,28%,38%,44%,25%,29%,30%,41%,27%,37%,39%,37%,23%,,31%,43%,43%,,32%,34%,,34%,34%,33%,30%,,32%,37%,,32%,33%,39%,35%,36%,,32%,33%,13%,32%,33%,35%,37%,31%,37%,39%,39%,37%,41%,37%,31%,31%,47%,26%,,33%,25%,,30%,24%,19%,,33%,23%,,33%,29%,,32%,33%,,33%,32%,26%,,31%,33%,31%,39%,30%,40%,38%,25%
B49. I think it is safe to challenge the way things are done in [my organisation] ,,33%,34%,39%,48%,72%,,36%,38%,41%,31%,42%,,34%,33%,40%,36%,35%,34%,39%,35%,36%,,45%,40%,37%,33%,29%,,50%,44%,40%,36%,35%,,45%,43%,41%,38%,36%,,33%,47%,,38%,35%,41%,,37%,44%,49%,43%,44%,47%,,36%,42%,45%,38%,29%,,34%,30%,33%,40%,50%,26%,26%,34%,27%,35%,25%,19%,39%,39%,37%,36%,42%,43%,41%,39%,36%,57%,44%,40%,55%,45%,22%,38%,42%,54%,38%,32%,33%,48%,36%,43%,48%,43%,29%,,37%,54%,53%,,39%,40%,,44%,41%,38%,36%,,39%,39%,,39%,39%,40%,37%,41%,,39%,39%,18%,40%,41%,43%,42%,36%,39%,41%,42%,43%,41%,40%,33%,32%,51%,31%,,40%,30%,,37%,29%,22%,,40%,28%,,40%,35%,,39%,39%,,39%,40%,30%,,40%,39%,34%,41%,36%,43%,40%,31%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee engagement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B50. I am proud when I tell others I am part of [my organisation] ,,44%,46%,52%,59%,80%,,48%,49%,53%,45%,74%,,47%,47%,57%,39%,43%,46%,49%,49%,44%,,60%,53%,48%,44%,40%,,73%,63%,57%,51%,44%,,72%,65%,60%,52%,43%,,46%,59%,,51%,43%,59%,,49%,72%,68%,68%,68%,60%,,46%,55%,64%,55%,48%,,50%,37%,30%,52%,59%,49%,43%,54%,57%,42%,26%,42%,44%,48%,53%,60%,51%,61%,49%,48%,51%,67%,52%,59%,66%,64%,35%,69%,62%,69%,46%,64%,51%,56%,54%,62%,55%,56%,48%,,49%,72%,64%,,50%,54%,,61%,54%,49%,47%,,50%,66%,,50%,58%,69%,65%,66%,,50%,53%,28%,63%,56%,62%,58%,58%,66%,71%,73%,62%,73%,74%,52%,61%,75%,60%,,53%,42%,,49%,41%,32%,,53%,39%,,53%,47%,,51%,52%,,52%,53%,38%,,49%,54%,54%,70%,53%,71%,62%,45%
B51. I would recommend [my organisation] as a great place to work ,,38%,37%,40%,47%,71%,,38%,42%,51%,40%,57%,,36%,33%,45%,33%,35%,34%,39%,39%,36%,,52%,43%,38%,34%,30%,,68%,56%,47%,40%,34%,,62%,58%,50%,43%,34%,,37%,47%,,41%,37%,48%,,39%,63%,58%,66%,57%,55%,,38%,45%,52%,44%,32%,,41%,31%,26%,44%,47%,32%,28%,43%,42%,38%,18%,29%,40%,38%,43%,45%,45%,49%,39%,40%,39%,60%,42%,47%,53%,52%,23%,44%,50%,68%,34%,46%,38%,50%,41%,56%,53%,50%,32%,,39%,71%,58%,,40%,46%,,54%,45%,38%,35%,,41%,56%,,41%,49%,59%,56%,56%,,40%,46%,20%,51%,47%,55%,51%,47%,56%,64%,65%,53%,61%,65%,44%,50%,71%,46%,,44%,32%,,39%,31%,24%,,43%,29%,,43%,37%,,41%,43%,,43%,44%,32%,,41%,43%,42%,60%,43%,64%,54%,37%
B52. I feel a strong personal attachment to [my organisation] ,,37%,43%,47%,53%,71%,,43%,44%,47%,48%,57%,,44%,43%,47%,38%,41%,42%,43%,44%,42%,,48%,46%,45%,41%,41%,,44%,42%,42%,41%,46%,,47%,43%,43%,42%,45%,,40%,55%,,45%,41%,50%,,44%,49%,38%,45%,51%,39%,,43%,48%,51%,45%,41%,,41%,36%,32%,51%,57%,41%,35%,45%,50%,38%,37%,33%,38%,46%,44%,53%,44%,51%,50%,44%,44%,54%,46%,54%,58%,51%,36%,56%,47%,50%,38%,49%,47%,47%,41%,45%,43%,47%,41%,,44%,49%,55%,,45%,48%,,44%,48%,47%,46%,,45%,53%,,45%,47%,57%,52%,53%,,45%,50%,27%,47%,45%,51%,48%,47%,55%,59%,57%,42%,60%,59%,42%,47%,68%,49%,,47%,41%,,48%,40%,34%,,47%,39%,,46%,45%,,44%,48%,,46%,46%,36%,,41%,49%,46%,58%,45%,60%,51%,40%
B53. [My organisation] inspires me to do the best in my job ,,38%,37%,38%,44%,69%,,38%,40%,44%,40%,55%,,38%,35%,43%,35%,37%,34%,36%,40%,36%,,48%,41%,38%,35%,32%,,58%,47%,42%,38%,36%,,56%,48%,44%,40%,36%,,36%,46%,,40%,37%,49%,,38%,55%,49%,57%,53%,46%,,39%,42%,46%,39%,32%,,41%,31%,29%,46%,48%,33%,27%,39%,38%,38%,21%,27%,39%,40%,40%,45%,41%,44%,36%,37%,38%,53%,39%,46%,53%,46%,24%,45%,46%,52%,30%,43%,38%,43%,33%,49%,41%,45%,32%,,39%,56%,54%,,38%,45%,,46%,42%,40%,38%,,40%,54%,,40%,45%,56%,54%,52%,,40%,45%,20%,46%,46%,52%,44%,45%,54%,59%,60%,47%,58%,62%,44%,49%,64%,46%,,42%,33%,,40%,32%,26%,,42%,31%,,41%,39%,,40%,41%,,42%,41%,31%,,37%,43%,41%,58%,38%,60%,50%,36%
B54. [My organisation] motivates me to help it achieve its objectives,,36%,35%,36%,42%,69%,,35%,38%,42%,37%,52%,,35%,32%,41%,34%,35%,31%,33%,37%,34%,,46%,39%,36%,32%,30%,,56%,45%,40%,36%,33%,,53%,45%,41%,37%,34%,,34%,44%,,37%,36%,45%,,36%,52%,47%,55%,50%,44%,,37%,39%,44%,36%,29%,,38%,29%,29%,44%,47%,31%,24%,34%,35%,36%,19%,24%,38%,38%,37%,41%,39%,42%,36%,34%,35%,50%,37%,42%,50%,44%,23%,40%,43%,51%,27%,39%,35%,37%,29%,44%,39%,43%,29%,,36%,54%,53%,,35%,43%,,44%,40%,38%,36%,,37%,51%,,37%,44%,54%,52%,50%,,37%,43%,19%,44%,45%,49%,42%,43%,51%,56%,56%,48%,56%,59%,42%,47%,60%,44%,,40%,31%,,37%,30%,24%,,40%,29%,,39%,36%,,38%,39%,,39%,39%,29%,,35%,40%,40%,56%,38%,57%,48%,34%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taking action ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey ,,32%,33%,40%,52%,80%,,36%,38%,39%,34%,49%,,33%,30%,44%,34%,36%,32%,34%,35%,34%,,45%,41%,38%,33%,29%,,51%,44%,40%,36%,35%,,44%,44%,40%,38%,36%,,33%,48%,,37%,36%,44%,,37%,47%,54%,49%,45%,46%,,35%,42%,51%,39%,27%,,36%,30%,33%,39%,51%,33%,22%,29%,26%,34%,25%,17%,34%,39%,39%,36%,43%,44%,40%,36%,37%,58%,44%,38%,55%,51%,27%,32%,46%,60%,27%,32%,41%,49%,36%,49%,49%,41%,27%,,37%,57%,53%,,36%,42%,,41%,41%,39%,37%,,38%,46%,,38%,42%,46%,46%,48%,,38%,41%,17%,44%,41%,45%,45%,41%,44%,46%,47%,49%,50%,52%,38%,41%,58%,39%,,40%,31%,,37%,30%,24%,,40%,29%,,39%,36%,,38%,40%,,39%,39%,32%,,37%,40%,38%,48%,39%,49%,41%,30%
B56. I believe that managers where I work will take action on the results from this survey ,,43%,47%,53%,65%,87%,,49%,49%,52%,42%,56%,,47%,44%,56%,47%,51%,44%,48%,47%,48%,,58%,53%,51%,45%,40%,,60%,53%,50%,48%,49%,,53%,53%,50%,49%,50%,,44%,61%,,49%,51%,54%,,49%,55%,65%,55%,52%,57%,,49%,53%,64%,50%,37%,,47%,43%,48%,55%,66%,42%,32%,35%,29%,47%,42%,28%,47%,54%,50%,42%,55%,54%,53%,46%,49%,69%,57%,46%,70%,64%,41%,45%,57%,71%,36%,41%,51%,62%,47%,61%,64%,53%,37%,,49%,68%,65%,,47%,56%,,52%,53%,52%,49%,,51%,53%,,51%,53%,52%,54%,54%,,51%,53%,29%,54%,53%,53%,55%,51%,51%,52%,54%,55%,54%,58%,50%,49%,60%,46%,,52%,45%,,50%,45%,36%,,52%,43%,,51%,49%,,50%,52%,,52%,51%,38%,,50%,53%,46%,54%,50%,54%,49%,43%
"B57. Where I work, I think effective action has been taken on the results of the last survey 7 ",,31%,33%,34%,43%,74%,,33%,34%,36%,28%,42%,,32%,29%,37%,33%,36%,27%,30%,33%,33%,,33%,37%,37%,32%,29%,,27%,34%,35%,33%,35%,,24%,32%,34%,34%,36%,,29%,45%,,33%,36%,38%,,34%,29%,38%,30%,28%,30%,,35%,35%,43%,29%,21%,,32%,28%,35%,43%,50%,22%,16%,23%,20%,35%,19%,15%,36%,38%,31%,31%,37%,37%,32%,28%,29%,47%,35%,34%,48%,43%,25%,25%,37%,43%,18%,22%,33%,33%,24%,34%,38%,33%,21%,,33%,34%,43%,,30%,40%,,32%,36%,37%,35%,,34%,40%,,34%,35%,41%,42%,39%,,34%,37%,19%,36%,37%,40%,34%,35%,40%,41%,40%,38%,43%,46%,37%,39%,48%,32%,,36%,30%,,35%,30%,24%,,36%,28%,,35%,35%,,34%,36%,,35%,34%,25%,,31%,37%,32%,44%,33%,43%,38%,28%
