"uid_txt","regex","text","n","year"
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01_03. i want to stay working for [my organisation] (% selecting 'for at least the next year')",10,2022
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01_3. i want to stay working for [my organisation] (% selecting 'for at least the next year')",10,2022
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01_3. i want to stay working for [my organisation] for at least the next year",10,2021
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01_3. which of the following statements most reflects your current thoughts about working for [your organisation]? i want to stay working for [my organisation] for at least the next year (% selecting this option)",10,2021
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01_3: i want to stay working for [my organisation] for at least the next year (% selecting this answer for c01)",10,2020
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","i want to stay working for [my organisation] for at least the next year",10,2019
"int.stay_next_year","i.want.to.stay.*organisation.*next.year","c01. which of the following statements most reflects your current thoughts about working for [your organisation]?: i want to stay working for [my organisation] for at least the next year",10,2013
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4 which of the following statements most reflects your current thoughts about working for [my organisation]? (% selecting 'i want to stay working for my organisation for at least the next three years')",10,2024
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","which of the following statements most reflects your current thoughts about working for [my organisation]? (% selecting 'i want to stay working for my organisation for at least the next three years')",10,2024
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4. which of the following statements most reflects your current thoughts about working for [my organisation]? (% selecting 'i want to stay working for my organisation for at least the next three years')",10,2023
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_04. i want to stay working for [my organisation] (% selecting 'for at least the next three years')",10,2022
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4. i want to stay working for [my organisation] (% selecting 'for at least the next three years')",10,2022
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4. i want to stay working for [my organisation] for at least the next three years",10,2021
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4. which of the following statements most reflects your current thoughts about working for [your organisation]? i want to stay working for [my organisation] for at least the next three years (% selecting this option)",10,2021
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01_4: i want to stay working for [my organisation] for at least the next three years (% selecting this answer for c01)",10,2020
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","i want to stay working for [my organisation] for at least the next three years",10,2019
"int.stay_three_years","i.want.to.stay.*organisation.*three.years","c01. which of the following statements most reflects your current thoughts about working for [your organisation]?: i want to stay working for [my organisation] for at least the next three years",10,2013
"obj.understanding_objectives","understanding.*objectives","b06 i have a clear understanding of [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",10,2024
"obj.understanding_objectives","understanding.*objectives","i have a clear understanding of [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",10,2024
"obj.understanding_objectives","understanding.*objectives","b06. i have a clear understanding of [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",10,2023
"obj.understanding_objectives","understanding.*objectives","b06. i have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",10,2022
"obj.understanding_objectives","understanding.*objectives","b06. i have a clear understanding of [my organisation]'s objectives (% strongly agree or agree)",10,2021
"obj.understanding_objectives","understanding.*objectives","b06: i have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",10,2020
"obj.understanding_objectives","understanding.*objectives","b06. i have a clear understanding of [my organisation's] objectives",10,2019
"obj.understanding_objectives","understanding.*objectives","b06. i have a clear understanding of [my organisation's] objectives 4",10,2017
"obj.understanding_objectives","understanding.*objectives","b07. i have a clear understanding of [my organisation's] objectives",10,2016
"obj.understanding_objectives","understanding.*objectives","b07. i have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",10,2016
"wlb.anxious_yesterday","anxious.*yesterday","overall, how anxious did you feel yesterday? (% selecting '6 to 10', where 10 is the most anxious)",10,2024
"wlb.anxious_yesterday","anxious.*yesterday","w04 overall, how anxious did you feel yesterday? (% selecting '6 to 10', where 10 is the most anxious)",10,2024
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% selecting 6 to 10, where 10 is the most anxious)",10,2023
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')",10,2022
"wlb.anxious_yesterday","anxious.*yesterday","w04: overall, how anxious did you feel yesterday? (% rating 6 to 10, where 10 is 'completely anxious')",10,2020
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% 6-10) (0=not at all anxious, 10=completely anxious)",10,2019
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% rating 6-10)",10,2019
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% 0-3) (0=not at all anxious, 10=completely anxious)",10,2017
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% rating 0-3)",10,2017
"wlb.anxious_yesterday","anxious.*yesterday","w04. overall, how anxious did you feel yesterday? (% 0-3) (0=not at all happy, 10=completely anxious)",10,2013
"act.been_taken","action.*been.taken","b53 where i work, i think effective action has been taken on the results of the last survey (% selecting 'strongly agree' or 'agree')",9,2024
"act.been_taken","action.*been.taken","where i work, i think effective action has been taken on the results of the last survey (% selecting 'strongly agree' or 'agree')",9,2024
"act.been_taken","action.*been.taken","b53. where i work, i think effective action has been taken on the results of the last survey (% selecting 'strongly agree' or 'agree')",9,2023
"act.been_taken","action.*been.taken","b53. where i work, i think effective action has been taken on the results of the last survey (% strongly agree or agree)",9,2022
"act.been_taken","action.*been.taken","b53: where i work, i think effective action has been taken on the results of the last survey (% strongly agree or agree)",9,2020
"act.been_taken","action.*been.taken","b53. where i work, i think effective action has been taken on the results of the last survey",9,2019
"act.been_taken","action.*been.taken","b57. where i work, i think effective action has been taken on the results of the last survey",9,2016
"act.been_taken","action.*been.taken","b57. where i work, i think effective action has been taken on the results of the last survey (% strongly agree or agree)",9,2016
"act.been_taken","action.*been.taken","b57. where i work, i think effective action has been taken on the results of the last survey 7",9,2014
"act.senior_action","senior.*take.action","b52 i believe that senior managers in [my organisation] will take action on the results from this survey (% selecting 'strongly agree' or 'agree')",9,2024
"act.senior_action","senior.*take.action","i believe that senior managers in [my organisation] will take action on the results from this survey (% selecting 'strongly agree' or 'agree')",9,2024
"act.senior_action","senior.*take.action","b52. i believe that senior managers in [my organisation] will take action on the results from this survey (% selecting 'strongly agree' or 'agree')",9,2023
"act.senior_action","senior.*take.action","b52. i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",9,2022
"act.senior_action","senior.*take.action","b52. i believe that senior managers in [my organisation] will take action on the results from this survey (% strongly agree or agree)",9,2021
"act.senior_action","senior.*take.action","b52: i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",9,2020
"act.senior_action","senior.*take.action","b52. i believe that [senior managers] in [my organisation] will take action on the results from this survey",9,2019
"act.senior_action","senior.*take.action","b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey",9,2016
"act.senior_action","senior.*take.action","b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",9,2016
"csc.confident_code","confident.*civil.service.code","are you confident that if you raised a concern under the civil service code in [my organisation] it would be investigated properly? (% selecting 'yes')",9,2024
"csc.confident_code","confident.*civil.service.code","d03 are you confident that if you raised a concern under the civil service code in [my organisation] it would be investigated properly? (% selecting 'yes')",9,2024
"csc.confident_code","confident.*civil.service.code","d03. are you confident that if you raised a concern under the civil service code in [my organisation] it would be investigated properly? (% selecting 'yes')",9,2023
"csc.confident_code","confident.*civil.service.code","d03. are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)",9,2022
"csc.confident_code","confident.*civil.service.code","d03. are you confident that if you raised a concern under the civil service code in [my organisation] it would be investigated properly? (% yes)",9,2021
"csc.confident_code","confident.*civil.service.code","d03: are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)",9,2020
"csc.confident_code","confident.*civil.service.code","d03. are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly?",9,2018
"csc.confident_code","confident.*civil.service.code","d03. are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly?",9,2011
"csc.confident_code","confident.*civil.service.code","e03. are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)",9,2010
"cul.trusted_job","trusted.*carry.out","b54 i am trusted to carry out my job effectively (% selecting 'strongly agree' or 'agree')",9,2024
"cul.trusted_job","trusted.*carry.out","i am trusted to carry out my job effectively (% selecting 'strongly agree' or 'agree')",9,2024
"cul.trusted_job","trusted.*carry.out","b54. i am trusted to carry out my job effectively (% selecting 'strongly agree' or 'agree')",9,2023
"cul.trusted_job","trusted.*carry.out","b54. i am trusted to carry out my job effectively (% strongly agree or agree)",9,2022
"cul.trusted_job","trusted.*carry.out","b54: i am trusted to carry out my job effectively (% strongly agree or agree)",9,2020
"cul.trusted_job","trusted.*carry.out","b54. i am trusted to carry out my job effectively",9,2019
"cul.trusted_job","trusted.*carry.out","b58. i am trusted to carry out my job effectively",9,2016
"cul.trusted_job","trusted.*carry.out","b58. i am trusted to carry out my job effectively (% strongly agree or agree)",9,2016
"cul.trusted_job","trusted.*carry.out","x01. i am trusted to carry out my job effectively (% strongly agree or agree)",9,2012
"cul.try_new_ideas","new.idea","b55 i believe i would be supported if i try a new idea, even if it may not work (% selecting 'strongly agree' or 'agree')",9,2024
"cul.try_new_ideas","new.idea","i believe i would be supported if i try a new idea, even if it may not work (% selecting 'strongly agree' or 'agree')",9,2024
"cul.try_new_ideas","new.idea","b55. i believe i would be supported if i try a new idea, even if it may not work (% selecting 'strongly agree' or 'agree')",9,2023
"cul.try_new_ideas","new.idea","b55. i believe i would be supported if i try a new idea, even if it may not work (% strongly agree or agree)",9,2022
"cul.try_new_ideas","new.idea","b55: i believe i would be supported if i try a new idea, even if it may not work (% strongly agree or agree)",9,2020
"cul.try_new_ideas","new.idea","b55. i believe i would be supported if i try a new idea, even if it may not work",9,2019
"cul.try_new_ideas","new.idea","b59. i believe i would be supported if i tried a new idea, even if it may not work (% strongly agree or agree)",9,2016
"cul.try_new_ideas","new.idea","b59. i believe i would be supported if i try a new idea, even if it may not work",9,2016
"cul.try_new_ideas","new.idea","x02. i believe i would be supported if i try a new idea, even if it may not work (% strongly agree or agree)",9,2012
"lmc.confidence_seniors","confidence.*senior","b41 overall, i have confidence in the decisions made by [my organisation]'s senior managers (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.confidence_seniors","confidence.*senior","overall, i have confidence in the decisions made by [my organisation]'s senior managers (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.confidence_seniors","confidence.*senior","b41. overall, i have confidence in the decisions made by [my organisation]'s senior managers (% selecting 'strongly agree' or 'agree')",9,2023
"lmc.confidence_seniors","confidence.*senior","b41. overall, i have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",9,2022
"lmc.confidence_seniors","confidence.*senior","b41. overall, i have confidence in the decisions made by [my organisation]'s senior managers (% strongly agree or agree)",9,2021
"lmc.confidence_seniors","confidence.*senior","b41: overall, i have confidence in the decisions made by [my organisation]'s senior managers (% strongly agree or agree)",9,2020
"lmc.confidence_seniors","confidence.*senior","b41. overall, i have confidence in the decisions made by [my organisation's senior managers]",9,2019
"lmc.confidence_seniors","confidence.*senior","b44. overall, i have confidence in the decisions made by [my organisation's senior managers]",9,2016
"lmc.confidence_seniors","confidence.*senior","b44. overall, i have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",9,2016
"lmc.seniors_consistent_values","senior.*consistent.*values","b39 i believe the actions of senior managers are consistent with [my organisation]'s values (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.seniors_consistent_values","senior.*consistent.*values","i believe the actions of senior managers are consistent with [my organisation]'s values (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.seniors_consistent_values","senior.*consistent.*values","b39. i believe the actions of senior managers are consistent with [my organisation]'s values (% selecting 'strongly agree' or 'agree')",9,2023
"lmc.seniors_consistent_values","senior.*consistent.*values","b39. i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",9,2022
"lmc.seniors_consistent_values","senior.*consistent.*values","b39. i believe the actions of senior managers are consistent with [my organisation]'s values (% strongly agree or agree)",9,2021
"lmc.seniors_consistent_values","senior.*consistent.*values","b39: i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",9,2020
"lmc.seniors_consistent_values","senior.*consistent.*values","b39. i believe the actions of [senior managers] are consistent with [my organisation's] values",9,2019
"lmc.seniors_consistent_values","senior.*consistent.*values","b42. i believe the actions of [senior managers] are consistent with [my organisation's] values",9,2016
"lmc.seniors_consistent_values","senior.*consistent.*values","b42. i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",9,2016
"lmc.seniors_visible","senior.*visible","b38 senior managers in [my organisation] are sufficiently visible (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.seniors_visible","senior.*visible","senior managers in [my organisation] are sufficiently visible (% selecting 'strongly agree' or 'agree')",9,2024
"lmc.seniors_visible","senior.*visible","b38. senior managers in [my organisation] are sufficiently visible (% selecting 'strongly agree' or 'agree')",9,2023
"lmc.seniors_visible","senior.*visible","b38. [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",9,2022
"lmc.seniors_visible","senior.*visible","b38. senior managers in [my organisation] are sufficiently visible (% strongly agree or agree)",9,2021
"lmc.seniors_visible","senior.*visible","b38: [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",9,2020
"lmc.seniors_visible","senior.*visible","b38. [senior managers] in [my organisation] are sufficiently visible",9,2019
"lmc.seniors_visible","senior.*visible","b41. [senior managers] in [my organisation] are sufficiently visible",9,2016
"lmc.seniors_visible","senior.*visible","b41. [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",9,2016
"mgr.understand_contribution","manager.helps","b11 my manager helps me to understand how i contribute to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2024
"mgr.understand_contribution","manager.helps","my manager helps me to understand how i contribute to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2024
"mgr.understand_contribution","manager.helps","b11. my manager helps me to understand how i contribute to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2023
"mgr.understand_contribution","manager.helps","b11. my manager helps me to understand how i contribute to [my organisation's] objectives (% strongly agree or agree)",9,2022
"mgr.understand_contribution","manager.helps","b11. my manager helps me to understand how i contribute to [my organisation]'s objectives (% strongly agree or agree)",9,2021
"mgr.understand_contribution","manager.helps","b11: my manager helps me to understand how i contribute to [my organisation's] objectives (% strongly agree or agree)",9,2020
"mgr.understand_contribution","manager.helps","b11. my manager helps me to understand how i contribute to [my organisation's] objectives",9,2019
"mgr.understand_contribution","manager.helps","b12. my manager helps me to understand how i contribute to [my organisation's] objectives",9,2016
"mgr.understand_contribution","manager.helps","b12. my manager helps me to understand how i contribute to [my organisation's] objectives (% strongly agree or agree)",9,2016
"obj.contribute_toward_objectives","contributes.*objectives","b07 i understand how my work contributes to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2024
"obj.contribute_toward_objectives","contributes.*objectives","i understand how my work contributes to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2024
"obj.contribute_toward_objectives","contributes.*objectives","b07. i understand how my work contributes to [my organisation]'s objectives (% selecting 'strongly agree' or 'agree')",9,2023
"obj.contribute_toward_objectives","contributes.*objectives","b07. i understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",9,2022
"obj.contribute_toward_objectives","contributes.*objectives","b07. i understand how my work contributes to [my organisation]'s objectives (% strongly agree or agree)",9,2021
"obj.contribute_toward_objectives","contributes.*objectives","b07: i understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",9,2020
"obj.contribute_toward_objectives","contributes.*objectives","b07. i understand how my work contributes to [my organisation's] objectives",9,2019
"obj.contribute_toward_objectives","contributes.*objectives","b08. i understand how my work contributes to [my organisation's] objectives",9,2016
"obj.contribute_toward_objectives","contributes.*objectives","b08. i understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",9,2016
"pay.satisfied_benefits","satisfied.*benefits","b36 i am satisfied with the total benefits package (e.g. base pay, benefits and pension) (% selecting 'strongly agree' or 'agree') [note 2]",9,2024
"pay.satisfied_benefits","satisfied.*benefits","b36 i am satisfied with the total benefits package (e.g. base pay, benefits and pension) (% selecting 'strongly agree' or 'agree') [note 6]",9,2024
"pay.satisfied_benefits","satisfied.*benefits","i am satisfied with the total benefits package (e.g. base pay, benefits and pension) (% selecting 'strongly agree' or 'agree')",9,2024
"pay.satisfied_benefits","satisfied.*benefits","b36. i am satisfied with the total benefits package (% selecting 'strongly agree' or 'agree')",9,2023
"pay.satisfied_benefits","satisfied.*benefits","b36. i am satisfied with the total benefits package (% strongly agree or agree)",9,2022
"pay.satisfied_benefits","satisfied.*benefits","b36: i am satisfied with the total benefits package (% strongly agree or agree)",9,2020
"pay.satisfied_benefits","satisfied.*benefits","b36. i am satisfied with the total benefits package",9,2019
"pay.satisfied_benefits","satisfied.*benefits","b38. i am satisfied with the total benefits package",9,2016
"pay.satisfied_benefits","satisfied.*benefits","b38. i am satisfied with the total benefits package (% strongly agree or agree)",9,2016
"ref.aware_vision","aware.*vision","b59 i am aware of the civil service vision for 'a modern civil service' (% selecting 'strongly agree' or 'agree')",9,2024
"ref.aware_vision","aware.*vision","i am aware of the civil service vision for 'a modern civil service' (% selecting 'strongly agree' or 'agree')",9,2024
"ref.aware_vision","aware.*vision","b59. i am aware of the civil service vision for 'a modern civil service' (% selecting 'strongly agree' or 'agree')",9,2023
"ref.aware_vision","aware.*vision","b59. i am aware of the civil service vision for 'a modern civil service' (% strongly agree or agree)",9,2022
"ref.aware_vision","aware.*vision","b59. i am aware of the civil service vision for 'a brilliant civil service' (% strongly agree or agree)",9,2021
"ref.aware_vision","aware.*vision","b59: i am aware of the civil service vision for 'a brilliant civil service' (% strongly agree or agree)",9,2020
"ref.aware_vision","aware.*vision","b59 i am aware of the civil service vision for 'a brilliant civil service'",9,2019
"ref.aware_vision","aware.*vision","b61. i am aware of the civil service vision for 'a brilliant civil service'",9,2018
"ref.aware_vision","aware.*vision","b61. i am aware of the civil service vision for 'a brilliant civil service' (% strongly agree or agree)",9,2018
"eng.organisation_inspires","organisation.*inspires","[my organisation] inspires me to do the best in my job (% selecting 'strongly agree' or 'agree')",8,2024
"eng.organisation_inspires","organisation.*inspires","b50 [my organisation] inspires me to do the best in my job (% selecting 'strongly agree' or 'agree')",8,2024
"eng.organisation_inspires","organisation.*inspires","b50. [my organisation] inspires me to do the best in my job (% selecting 'strongly agree' or 'agree')",8,2023
"eng.organisation_inspires","organisation.*inspires","b50. [my organisation] inspires me to do the best in my job (% strongly agree or agree)",8,2022
"eng.organisation_inspires","organisation.*inspires","b50: [my organisation] inspires me to do the best in my job (% strongly agree or agree)",8,2020
"eng.organisation_inspires","organisation.*inspires","b50. [my organisation] inspires me to do the best in my job",8,2019
"eng.organisation_inspires","organisation.*inspires","b53. [my organisation] inspires me to do the best in my job",8,2016
"eng.organisation_inspires","organisation.*inspires","b53. [my organisation] inspires me to do the best in my job (% strongly agree or agree)",8,2016
"eng.organisation_motivates","organisation.*motivates","[my organisation] motivates me to help it achieve its objectives (% selecting 'strongly agree' or 'agree')",8,2024
"eng.organisation_motivates","organisation.*motivates","b51 [my organisation] motivates me to help it achieve its objectives (% selecting 'strongly agree' or 'agree')",8,2024
"eng.organisation_motivates","organisation.*motivates","b51. [my organisation] motivates me to help it achieve its objectives (% selecting 'strongly agree' or 'agree')",8,2023
"eng.organisation_motivates","organisation.*motivates","b51. [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",8,2022
"eng.organisation_motivates","organisation.*motivates","b51: [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",8,2020
"eng.organisation_motivates","organisation.*motivates","b51. [my organisation] motivates me to help it achieve its objectives",8,2019
"eng.organisation_motivates","organisation.*motivates","b54. [my organisation] motivates me to help it achieve its objectives",8,2016
"eng.organisation_motivates","organisation.*motivates","b54. [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",8,2016
"eng.personal_attachment","personal.attachment","b49 i feel a strong personal attachment to [my organisation] (% selecting 'strongly agree' or 'agree')",8,2024
"eng.personal_attachment","personal.attachment","i feel a strong personal attachment to [my organisation] (% selecting 'strongly agree' or 'agree')",8,2024
"eng.personal_attachment","personal.attachment","b49. i feel a strong personal attachment to [my organisation] (% selecting 'strongly agree' or 'agree')",8,2023
"eng.personal_attachment","personal.attachment","b49. i feel a strong personal attachment to [my organisation] (% strongly agree or agree)",8,2022
"eng.personal_attachment","personal.attachment","b49: i feel a strong personal attachment to [my organisation] (% strongly agree or agree)",8,2020
"eng.personal_attachment","personal.attachment","b49. i feel a strong personal attachment to [my organisation]",8,2019
"eng.personal_attachment","personal.attachment","b52. i feel a strong personal attachment to [my organisation]",8,2016
"eng.personal_attachment","personal.attachment","b52. i feel a strong personal attachment to [my organisation] (% strongly agree or agree)",8,2016
"eng.proud_to_tell","proud.*tell","b47 i am proud when i tell others i am part of [my organisation] (% selecting 'strongly agree' or 'agree')",8,2024
"eng.proud_to_tell","proud.*tell","i am proud when i tell others i am part of [my organisation] (% selecting 'strongly agree' or 'agree')",8,2024
"eng.proud_to_tell","proud.*tell","b47. i am proud when i tell others i am part of [my organisation] (% selecting 'strongly agree' or 'agree')",8,2023
"eng.proud_to_tell","proud.*tell","b47. i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)",8,2022
"eng.proud_to_tell","proud.*tell","b47: i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)",8,2020
"eng.proud_to_tell","proud.*tell","b47. i am proud when i tell others i am part of [my organisation]",8,2019
"eng.proud_to_tell","proud.*tell","b50. i am proud when i tell others i am part of [my organisation]",8,2016
"eng.proud_to_tell","proud.*tell","b50. i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)",8,2016
"eng.recommend_organisation","recommend.*organisation","b48 i would recommend [my organisation] as a great place to work (% selecting 'strongly agree' or 'agree')",8,2024
"eng.recommend_organisation","recommend.*organisation","i would recommend [my organisation] as a great place to work (% selecting 'strongly agree' or 'agree')",8,2024
"eng.recommend_organisation","recommend.*organisation","b48. i would recommend [my organisation] as a great place to work (% selecting 'strongly agree' or 'agree')",8,2023
"eng.recommend_organisation","recommend.*organisation","b48. i would recommend [my organisation] as a great place to work (% strongly agree or agree)",8,2022
"eng.recommend_organisation","recommend.*organisation","b48: i would recommend [my organisation] as a great place to work (% strongly agree or agree)",8,2020
"eng.recommend_organisation","recommend.*organisation","b48. i would recommend [my organisation] as a great place to work",8,2019
"eng.recommend_organisation","recommend.*organisation","b51. i would recommend [my organisation] as a great place to work",8,2016
"eng.recommend_organisation","recommend.*organisation","b51. i would recommend [my organisation] as a great place to work (% strongly agree or agree)",8,2016
"ift.treated_fairly","treated.fairly","b25 i am treated fairly at work (% selecting 'strongly agree' or 'agree')",8,2024
"ift.treated_fairly","treated.fairly","i am treated fairly at work (% selecting 'strongly agree' or 'agree')",8,2024
"ift.treated_fairly","treated.fairly","b25. i am treated fairly at work (% selecting 'strongly agree' or 'agree')",8,2023
"ift.treated_fairly","treated.fairly","b25. i am treated fairly at work (% strongly agree or agree)",8,2022
"ift.treated_fairly","treated.fairly","b25: i am treated fairly at work (% strongly agree or agree)",8,2020
"ift.treated_fairly","treated.fairly","b25. i am treated fairly at work",8,2019
"ift.treated_fairly","treated.fairly","b26. i am treated fairly at work",8,2016
"ift.treated_fairly","treated.fairly","b26. i am treated fairly at work (% strongly agree or agree)",8,2016
"ift.treated_respect","treated.*respect","b26 i am treated with respect by the people i work with (% selecting 'strongly agree' or 'agree')",8,2024
"ift.treated_respect","treated.*respect","i am treated with respect by the people i work with (% selecting 'strongly agree' or 'agree')",8,2024
"ift.treated_respect","treated.*respect","b26. i am treated with respect by the people i work with (% selecting 'strongly agree' or 'agree')",8,2023
"ift.treated_respect","treated.*respect","b26. i am treated with respect by the people i work with (% strongly agree or agree)",8,2022
"ift.treated_respect","treated.*respect","b26: i am treated with respect by the people i work with (% strongly agree or agree)",8,2020
"ift.treated_respect","treated.*respect","b26. i am treated with respect by the people i work with",8,2019
"ift.treated_respect","treated.*respect","b27. i am treated with respect by the people i work with",8,2016
"ift.treated_respect","treated.*respect","b27. i am treated with respect by the people i work with (% strongly agree or agree)",8,2016
"ift.work_valued","valued.*work","b27 i feel valued for the work i do (% selecting 'strongly agree' or 'agree')",8,2024
"ift.work_valued","valued.*work","i feel valued for the work i do (% selecting 'strongly agree' or 'agree')",8,2024
"ift.work_valued","valued.*work","b27. i feel valued for the work i do (% selecting 'strongly agree' or 'agree')",8,2023
"ift.work_valued","valued.*work","b27. i feel valued for the work i do (% strongly agree or agree)",8,2022
"ift.work_valued","valued.*work","b27: i feel valued for the work i do (% strongly agree or agree)",8,2020
"ift.work_valued","valued.*work","b27. i feel valued for the work i do",8,2019
"ift.work_valued","valued.*work","b28. i feel valued for the work i do",8,2016
"ift.work_valued","valued.*work","b28. i feel valued for the work i do (% strongly agree or agree)",8,2016
"ldv.access_learning","access.*learning","b21 i am able to access the right learning and development opportunities when i need to (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.access_learning","access.*learning","i am able to access the right learning and development opportunities when i need to (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.access_learning","access.*learning","b21. i am able to access the right learning and development opportunities when i need to (% selecting 'strongly agree' or 'agree')",8,2023
"ldv.access_learning","access.*learning","b21. i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)",8,2022
"ldv.access_learning","access.*learning","b21: i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)",8,2020
"ldv.access_learning","access.*learning","b21. i am able to access the right learning and development opportunities when i need to",8,2019
"ldv.access_learning","access.*learning","b22. i am able to access the right learning and development opportunities when i need to",8,2016
"ldv.access_learning","access.*learning","b22. i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)",8,2016
"ldv.helping_career","learning.*completed.*career","b24 learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.helping_career","learning.*completed.*career","learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.helping_career","learning.*completed.*career","b24. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% selecting 'strongly agree' or 'agree')",8,2023
"ldv.helping_career","learning.*completed.*career","b24. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",8,2022
"ldv.helping_career","learning.*completed.*career","b24: learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",8,2020
"ldv.helping_career","learning.*completed.*career","b24. learning and development activities i have completed while working for [my organisation] are helping me to develop my career",8,2019
"ldv.helping_career","learning.*completed.*career","b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career",8,2016
"ldv.helping_career","learning.*completed.*career","b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",8,2016
"ldv.improve_performance","learning.*completed.*performance","b22 learning and development activities i have completed in the past 12 months have helped to improve my performance (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.improve_performance","learning.*completed.*performance","learning and development activities i have completed in the past 12 months have helped to improve my performance (% selecting 'strongly agree' or 'agree')",8,2024
"ldv.improve_performance","learning.*completed.*performance","b22. learning and development activities i have completed in the past 12 months have helped to improve my performance (% selecting 'strongly agree' or 'agree')",8,2023
