year,qid,base_labels
2010,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2011,have_tools,B34. I have the tools I need to do my job effectively
2011,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2012,have_tools,B34. I have the tools I need to do my job effectively
2012,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2013,have_tools,B34. I have the tools I need to do my job effectively
2013,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2014,have_tools,B34. I have the tools I need to do my job effectively
2014,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2015,have_tools,B34. I have the tools I need to do my job effectively
2015,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2016,have_tools,B34
2016,have_tools,B34. I have the tools I need to do my job effectively
2016,have_tools,B34. I have the tools I need to do my job effectively (% strongly agree or agree)
2017,have_tools,B32
2017,have_tools,B32. I have the tools I need to do my job effectively
2017,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2018,have_tools,B32
2018,have_tools,B32. I have the tools I need to do my job effectively
2018,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2019,have_tools,B32
2019,have_tools,B32. I have the tools I need to do my job effectively
2019,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2020,have_tools,B32: I have the tools I need to do my job effectively (% strongly agree or agree)
2020,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2020,have_tools,I have the tools I need to do my job effectively
2021,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2022,have_tools,B32. I have the tools I need to do my job effectively (% strongly agree or agree)
2009,intentions_leave_12months,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months
2010,intentions_leave_12months,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months
2011,intentions_leave_12months,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months
2012,intentions_leave_12months,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months
2013,intentions_leave_12months,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] within the next 12 months
2014,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2015,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2016,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2017,intentions_leave_12months,C01_2.I want to leave [my organisation] within the next 12 months
2017,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2018,intentions_leave_12months,C01_2.I want to leave [my organisation] within the next 12 months
2018,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2019,intentions_leave_12months,C01_2
2019,intentions_leave_12months,C01_2.I want to leave [my organisation] within the next 12 months
2019,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2020,intentions_leave_12months,C01_2: I want to leave [my organisation] within the next 12 months (% selecting this answer for C01)
2020,intentions_leave_12months,C01_2.I want to leave [my organisation] within the next 12 months
2020,intentions_leave_12months,I want to leave [my organisation] within the next 12 months
2021,intentions_leave_12months,C01_2. I want to leave [my organisation] within the next 12 months
2021,intentions_leave_12months,C01_2. Which of the following statements most reflects your current thoughts about working for [your organisation]? I want to leave [my organisation] within the next 12 months (% selecting this option)
2022,intentions_leave_12months,C01_2. I want to leave [my organisation] (% selecting 'within the next 12 months')
2009,intentions_leave_asap,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible
2010,intentions_leave_asap,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible
2011,intentions_leave_asap,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible
2012,intentions_leave_asap,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible
2013,intentions_leave_asap,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to leave [my organisation] as soon as possible
2014,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2015,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2016,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2017,intentions_leave_asap,C01_1. I want to leave [my organisation] as soon as possible
2017,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2018,intentions_leave_asap,C01_1. I want to leave [my organisation] as soon as possible
2018,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2019,intentions_leave_asap,C01_1
2019,intentions_leave_asap,C01_1. I want to leave [my organisation] as soon as possible
2019,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2020,intentions_leave_asap,C01_1: I want to leave [my organisation] as soon as possible (% selecting this answer for C01)
2020,intentions_leave_asap,C01_1. I want to leave [my organisation] as soon as possible
2020,intentions_leave_asap,I want to leave [my organisation] as soon as possible
2021,intentions_leave_asap,C01_1. I want to leave [my organisation] as soon as possible
2021,intentions_leave_asap,C01_1. Which of the following statements most reflects your current thoughts about working for [your organisation]? I want to leave [my organisation] as soon as possible (% selecting this option)
2022,intentions_leave_asap,C01_1. I want to leave [my organisation] ( % selecting 'as soon as possible')
2009,intentions_stay_1year,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year
2010,intentions_stay_1year,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year
2011,intentions_stay_1year,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year
2012,intentions_stay_1year,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year
2013,intentions_stay_1year,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next year
2014,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2015,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2016,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2017,intentions_stay_1year,C01_3. I want to stay working for [my organisation] for at least the next year
2017,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2018,intentions_stay_1year,C01_3. I want to stay working for [my organisation] for at least the next year
2018,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2019,intentions_stay_1year,C01_3
2019,intentions_stay_1year,C01_3. I want to stay working for [my organisation] for at least the next year
2019,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2020,intentions_stay_1year,C01_3: I want to stay working for [my organisation] for at least the next year (% selecting this answer for C01)
2020,intentions_stay_1year,C01_3. I want to stay working for [my organisation] for at least the next year
2020,intentions_stay_1year,I want to stay working for [my organisation] for at least the next year
2021,intentions_stay_1year,C01_3. I want to stay working for [my organisation] for at least the next year
2021,intentions_stay_1year,C01_3. Which of the following statements most reflects your current thoughts about working for [your organisation]? I want to stay working for [my organisation] for at least the next year (% selecting this option)
2022,intentions_stay_1year,C01_3. I want to stay working for [my organisation] (% selecting 'for at least the next year')
2009,intentions_stay_3years,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years
2010,intentions_stay_3years,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years
2011,intentions_stay_3years,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years
2012,intentions_stay_3years,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years
2013,intentions_stay_3years,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?: I want to stay working for [my organisation] for at least the next three years
2014,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2015,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2016,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2017,intentions_stay_3years,C01_4. I want to stay working for [my organisation] for at least the next three years
2017,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2018,intentions_stay_3years,C01_4. I want to stay working for [my organisation] for at least the next three years
2018,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2019,intentions_stay_3years,C01_4
2019,intentions_stay_3years,C01_4. I want to stay working for [my organisation] for at least the next three years
2019,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2020,intentions_stay_3years,C01_4: I want to stay working for [my organisation] for at least the next three years (% selecting this answer for C01)
2020,intentions_stay_3years,C01_4. I want to stay working for [my organisation] for at least the next three years
2020,intentions_stay_3years,I want to stay working for [my organisation] for at least the next three years
2021,intentions_stay_3years,C01_4. I want to stay working for [my organisation] for at least the next three years
2021,intentions_stay_3years,C01_4. Which of the following statements most reflects your current thoughts about working for [your organisation]? I want to stay working for [my organisation] for at least the next three years (% selecting this option)
2022,intentions_stay_3years,C01_4. I want to stay working for [my organisation] (% selecting 'for at least the next three years')
2009,interested_work,B01. I am interested in my work
2009,interested_work,B01. I am interested in my work (% strongly agree or agree)
2010,interested_work,B01. I am interested in my work
2010,interested_work,B01. I am interested in my work (% strongly agree or agree)
2011,interested_work,B01. I am interested in my work
2011,interested_work,B01. I am interested in my work (% strongly agree or agree)
2012,interested_work,B01. I am interested in my work
2012,interested_work,B01. I am interested in my work (% strongly agree or agree)
2013,interested_work,B01. I am interested in my work
2013,interested_work,B01. I am interested in my work (% strongly agree or agree)
2014,interested_work,B01. I am interested in my work
2014,interested_work,B01. I am interested in my work (% strongly agree or agree)
2015,interested_work,B01. I am interested in my work
2015,interested_work,B01. I am interested in my work (% strongly agree or agree)
2016,interested_work,B01
2016,interested_work,B01. I am interested in my work
2016,interested_work,B01. I am interested in my work (% strongly agree or agree)
2017,interested_work,B01
2017,interested_work,B01. I am interested in my work
2017,interested_work,B01. I am interested in my work (% strongly agree or agree)
2018,interested_work,B01
2018,interested_work,B01. I am interested in my work
2018,interested_work,B01. I am interested in my work (% strongly agree or agree)
2019,interested_work,B01
2019,interested_work,B01. I am interested in my work
2019,interested_work,B01. I am interested in my work (% strongly agree or agree)
2020,interested_work,B01: I am interested in my work (% strongly agree or agree)
2020,interested_work,B01. I am interested in my work (% strongly agree or agree)
2020,interested_work,I am interested in my work
2021,interested_work,B01. I am interested in my work (% strongly agree or agree)
2022,interested_work,B01. I am interested in my work (% strongly agree or agree)
2009,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2009,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2010,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2010,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2011,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2011,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2012,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2012,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2013,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2013,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2014,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2014,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2015,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2015,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2016,involved_work_decisions,B04
2016,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2016,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2017,involved_work_decisions,B04
2017,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2017,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2018,involved_work_decisions,B04
2018,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2018,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2019,involved_work_decisions,B04
2019,involved_work_decisions,B04. I feel involved in the decisions that affect my work
2019,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2020,involved_work_decisions,B04: I feel involved in the decisions that affect my work (% strongly agree or agree)
2020,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2020,involved_work_decisions,I feel involved in the decisions that affect my work
2021,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2022,involved_work_decisions,B04. I feel involved in the decisions that affect my work (% strongly agree or agree)
2009,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2009,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2010,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2010,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2011,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2011,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2012,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2012,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2013,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2013,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2014,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2014,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2015,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2015,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2016,kept_informed,B47
2016,kept_informed,B47. [My organisation] keeps me informed about matters that affect me
2016,kept_informed,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2017,kept_informed,B44
2017,kept_informed,B44. [My organisation] keeps me informed about matters that affect me
2017,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2018,kept_informed,B44
2018,kept_informed,B44. [My organisation] keeps me informed about matters that affect me
2018,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2019,kept_informed,B44
2019,kept_informed,B44. [My organisation] keeps me informed about matters that affect me
2019,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2020,kept_informed,[My organisation] keeps me informed about matters that affect me
2020,kept_informed,B44: [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2020,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2021,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2022,kept_informed,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)
2009,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2009,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2010,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2010,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2011,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2011,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2012,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2012,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2013,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2013,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2014,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2014,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2015,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2015,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2016,leaders_confidence,B44
2016,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2016,leaders_confidence,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2017,leaders_confidence,B41
2017,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2017,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2018,leaders_confidence,B41
2018,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2018,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2019,leaders_confidence,B41
2019,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
2019,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2020,leaders_confidence,"B41: Overall, I have confidence in the decisions made by [my organisation]'s senior managers (% strongly agree or agree)"
2020,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2020,leaders_confidence,"Overall, I have confidence in the decisions made by [my organisation’s senior mangers]"
2021,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2021,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation]'s senior managers (% strongly agree or agree)"
2022,leaders_confidence,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
2009,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2009,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2010,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2010,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2011,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2011,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2012,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2012,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2013,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2013,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2014,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2014,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2015,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2015,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2016,leaders_consistent,B42
2016,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values
2016,leaders_consistent,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2017,leaders_consistent,B39
2017,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values
2017,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2018,leaders_consistent,B39
2018,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values
2018,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2019,leaders_consistent,B39
2019,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values
2019,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2020,leaders_consistent,B39: I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2020,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2020,leaders_consistent,I believe the actions of [senior managers] are consistent with [my organisation’
2021,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2021,leaders_consistent,B39. I believe the actions of senior managers are consistent with [my organisation]'s values (% strongly agree or agree)
2022,leaders_consistent,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)
2015,leaders_empower_teams,B68 [My organisation's senior managers] empower teams to deliver
2015,leaders_empower_teams,B68. [My organisations senior managers] empower teams to deliver
2016,leaders_empower_teams,B68 [My organisation's senior managers] empower teams to deliver
2015,leaders_inspire,B64 [Senior managers] inspire people across [my organisation] to do their best
2015,leaders_inspire,B64. [Senior managers] inspire people across [my organisation] to do their best
2016,leaders_inspire,B64 [Senior managers] inspire people across [my organisation] to do their best
2009,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2009,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2010,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2010,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2011,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2011,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2012,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2012,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2013,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2013,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2014,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2014,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2015,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2015,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2016,leaders_visible,B41
2016,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible
2016,leaders_visible,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2017,leaders_visible,B38
2017,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible
2017,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2018,leaders_visible,B38
2018,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible
2018,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2019,leaders_visible,B38
2019,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible
2019,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2020,leaders_visible,[Senior managers] in [my organisation] are sufficiently visible
2020,leaders_visible,B38: [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2020,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2021,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2021,leaders_visible,B38. Senior managers in [my organisation] are sufficiently visible (% strongly agree or agree)
2022,leaders_visible,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)
2009,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2009,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2010,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2010,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2011,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2011,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2012,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2012,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2013,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2013,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2014,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2014,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2015,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2015,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2016,leaders_vision,B43
2016,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation]
2016,leaders_vision,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2017,leaders_vision,B40
2017,leaders_vision,B40. I believe that [the board has] a clear vision for the future of [my organisation]
2017,leaders_vision,B40. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2018,leaders_vision,B40
2018,leaders_vision,B40. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2018,leaders_vision,B40. I believe that [the Executive Team has] a clear vision for the future of [my organisation]
2019,leaders_vision,B40
2019,leaders_vision,B40. I believe that [the board has] a clear vision for the future of [my organisation]
2019,leaders_vision,B40. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)
2020,leaders_vision,B40: I believe that [my organisation]'s senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree)
2020,leaders_vision,B40. I believe that [my organisation's] senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree)
2020,leaders_vision,I believe that [the executive team has] a clear vision for the future of [my organisation]
2021,leaders_vision,B40. I believe that [my organisation's] senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree)
2021,leaders_vision,B40. I believe that [my organisation]'s senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree)
2022,leaders_vision,B40. I believe that [my organisation's] senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree)
2015,leadership_rolemodel,B69 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2015,leadership_rolemodel,B69. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2016,leadership_rolemodel,B62
2016,leadership_rolemodel,B62. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2016,leadership_rolemodel,B69 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2017,leadership_rolemodel,B59
2017,leadership_rolemodel,B59 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2017,leadership_rolemodel,B59. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement (% strongly agree or agree)
2018,leadership_rolemodel,B59
2018,leadership_rolemodel,B59 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement
2018,leadership_rolemodel,B59. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement (% strongly agree or agree)
2009,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2009,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2010,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2010,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2011,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2011,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2012,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2012,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
2013,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career
2013,learning_career,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)
