obj,obj_class,obj_vals,stripped_vals
qm_2019_mean,tbl_df,E05_06. Reporting action/inaction_I did not believe that corrective action would be taken (% no to E05 selecting this option),reporting action/inaction i did not believe that corrective action would be taken (% no to
qm_2019_mean,tbl_df,E05_07. Reporting action/inaction_I did not know how to report it or who to speak to (% no to E05 selecting this option),reporting action/inaction i did not know how to report it or who to speak to (% no to
qm_2019_mean,tbl_df,E05_08. Reporting action/inaction_The behaviour stopped before I could report it (% no to E05 selecting this option),reporting action/inaction the behaviour stopped before i could report it (% no to
qm_2019_mean,tbl_df,E05_09. Reporting action/inaction_I did not report it for another reason (% no to E05 selecting this option),reporting action/inaction i did not report it for another reason (% no to
qm_2019_mean,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes),a. appropriate action was taken to address the behaviour i experienced (% yes)
qm_2019_mean,tbl_df,E06_B. The bullying and/or harassment has stopped (% yes),b. the bullying and/or harassment has stopped (% yes)
qm_2019_mean,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% yes),c. the culture in my area allows this kind of behaviour to continue (% yes)
qm_2019_mean,tbl_df,E06_D. I felt like I was punished for reporting the incident (% yes),d. i felt like i was punished for reporting the incident (% yes)
qm_2019_mean,tbl_df,E06_E. I moved to another team or role to avoid the behaviour (% yes),e. i moved to another team or role to avoid the behaviour (% yes)
qm_2019_mean,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% no),a. appropriate action was taken to address the behaviour i experienced (% no)
qm_2019_mean,tbl_df,E06_B. The bullying and/or harassment has stopped (% no),b. the bullying and/or harassment has stopped (% no)
qm_2019_mean,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% no),c. the culture in my area allows this kind of behaviour to continue (% no)
qm_2019_mean,tbl_df,E06_D. I felt like I was punished for reporting the incident (% no),d. i felt like i was punished for reporting the incident (% no)
qm_2019_mean,tbl_df,E06_E. I moved to another team or role to avoid the behaviour (% no),e. i moved to another team or role to avoid the behaviour (% no)
qm_2019_mean,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% prefer not to say),a. appropriate action was taken to address the behaviour i experienced (% prefer not to say)
qm_2019_mean,tbl_df,E06_B. The bullying and/or harassment has stopped (% prefer not to say),b. the bullying and/or harassment has stopped (% prefer not to say)
qm_2019_mean,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say),c. the culture in my area allows this kind of behaviour to continue (% prefer not to say)
qm_2019_mean,tbl_df,E06_D. I felt like I was punished for reporting the incident (% prefer not to say),d. i felt like i was punished for reporting the incident (% prefer not to say)
qm_2019_mean,tbl_df,E06_E. I moved to another team or role to avoid the behaviour (% prefer not to say),e. i moved to another team or role to avoid the behaviour (% prefer not to say)
qm_2019_mean,tbl_df,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","overall, how satisfied are you with your life nowadays? (% rating 7-10)"
qm_2019_mean,tbl_df,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)"
qm_2019_mean,tbl_df,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)","overall, how happy did you feel yesterday? (% rating 7-10)"
qm_2019_mean,tbl_df,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10)","overall, how anxious did you feel yesterday? (% rating 6-10)"
qm_2019_mean,tbl_df,Wellbeing: Proxy Stress Index (higher score = higher stress),proxy stress index
qm_2019_mean,tbl_df,Wellbeing: PERMA Index (higher score = high flourishing),perma index
qm_2019_org,character,Departmental Group,departmental group
qm_2019_org,character,Organisation,organisation
qm_2019_org,character,Organisation code,organisation code
qm_2019_org,character,Response Rate,response rate
qm_2019_org,character,Employee Engagement Index,employee engagement index
qm_2019_org,character,My work,my work
qm_2019_org,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2019_org,character,My manager,my manager
qm_2019_org,character,My team,my team
qm_2019_org,character,Learning and development,learning and development
qm_2019_org,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2019_org,character,Resources and workload,resources and workload
qm_2019_org,character,Pay and benefits,pay and benefits
qm_2019_org,character,Leadership and managing change,leadership and managing change
qm_2019_org,character,PERMA Index,perma index
qm_2019_org,character,Proxy Stress Index,proxy stress index
qm_2019_org,character,B01,b0
qm_2019_org,character,B02,b0
qm_2019_org,character,B03,b0
qm_2019_org,character,B04,b0
qm_2019_org,character,B05,b0
qm_2019_org,character,B06,b0
qm_2019_org,character,B07,b0
qm_2019_org,character,B08,b0
qm_2019_org,character,B09,b0
qm_2019_org,character,B10,b1
qm_2019_org,character,B11,b1
qm_2019_org,character,B12,b1
qm_2019_org,character,B13,b1
qm_2019_org,character,B14,b1
qm_2019_org,character,B15,b1
qm_2019_org,character,B16,b1
qm_2019_org,character,B17,b1
qm_2019_org,character,B18,b1
qm_2019_org,character,B19,b1
qm_2019_org,character,B20,b2
qm_2019_org,character,B21,b2
qm_2019_org,character,B22,b2
qm_2019_org,character,B23,b2
qm_2019_org,character,B24,b2
qm_2019_org,character,B25,b2
qm_2019_org,character,B26,b2
qm_2019_org,character,B27,b2
qm_2019_org,character,B28,b2
qm_2019_org,character,B29,b2
qm_2019_org,character,B30,b3
qm_2019_org,character,B31,b3
qm_2019_org,character,B32,b3
qm_2019_org,character,B33,b3
qm_2019_org,character,B34,b3
qm_2019_org,character,B35,b3
qm_2019_org,character,B36,b3
qm_2019_org,character,B37,b3
qm_2019_org,character,B38,b3
qm_2019_org,character,B39,b3
qm_2019_org,character,B40,b4
qm_2019_org,character,B41,b4
qm_2019_org,character,B42,b4
qm_2019_org,character,B43,b4
qm_2019_org,character,B44,b4
qm_2019_org,character,B45,b4
qm_2019_org,character,B46,b4
qm_2019_org,character,B47,b4
qm_2019_org,character,B48,b4
qm_2019_org,character,B49,b4
qm_2019_org,character,B50,b5
qm_2019_org,character,B51,b5
qm_2019_org,character,B52,b5
qm_2019_org,character,B53,b5
qm_2019_org,character,B54,b5
qm_2019_org,character,B55,b5
qm_2019_org,character,B56,b5
qm_2019_org,character,B57,b5
qm_2019_org,character,B58,b5
qm_2019_org,character,B59,b5
qm_2019_org,character,B60,b6
qm_2019_org,character,C01_1,
qm_2019_org,character,C01_2,
qm_2019_org,character,C01_3,
qm_2019_org,character,C01_4,
qm_2019_org,character,D01,d0
qm_2019_org,character,D02,d0
qm_2019_org,character,D03,d0
qm_2019_org,character,E01,e0
qm_2019_org,character,E03,e0
qm_2019_org,character,E05,e0
qm_2019_org,character,E06_A,a
qm_2019_org,character,E06_B,b
qm_2019_org,character,E06_C,c
qm_2019_org,character,E06_D,d
qm_2019_org,character,E06_E,e
qm_2019_org,character,W01,w0
qm_2019_org,character,W02,w0
qm_2019_org,character,W03,w0
qm_2019_org,character,W04,w0
qm_2020_bm,tbl_df,Employee engagement index (B47-B51),employee engagement index
qm_2020_bm,tbl_df,"My work theme score (% positive, B01-B05)","my work theme score (% positive, b01-"
qm_2020_bm,tbl_df,"Organisational objectives and purpose theme score (% positive, B06-B07)","organisational objectives and purpose theme score (% positive, b06-"
qm_2020_bm,tbl_df,"My manager theme score (% positive, B08-B17)","my manager theme score (% positive, b08-"
qm_2020_bm,tbl_df,"My team theme score (% positive, B18-B20)","my team theme score (% positive, b18-"
qm_2020_bm,tbl_df,"Learning and development theme score (% positive, B21-B24)","learning and development theme score (% positive, b21-"
qm_2020_bm,tbl_df,"Inclusion and fair treatment theme score (% positive, B25-B28)","inclusion and fair treatment theme score (% positive, b25-"
qm_2020_bm,tbl_df,"Resources and workload theme score (% positive, B29-B34)","resources and workload theme score (% positive, b29-"
qm_2020_bm,tbl_df,"Pay and benefits theme score (% positive, B35-B37)","pay and benefits theme score (% positive, b35-"
qm_2020_bm,tbl_df,"Leadership and managing change theme score (% positive, B38-B46)","leadership and managing change theme score (% positive, b38-"
qm_2020_bm,tbl_df,B01. I am interested in my work (% strongly agree or agree),i am interested in my work
qm_2020_bm,tbl_df,B02. I am sufficiently challenged by my work (% strongly agree or agree),i am sufficiently challenged by my work
qm_2020_bm,tbl_df,B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),my work gives me a sense of personal accomplishment
qm_2020_bm,tbl_df,B04. I feel involved in the decisions that affect my work (% strongly agree or agree),i feel involved in the decisions that affect my work
qm_2020_bm,tbl_df,B05. I have a choice in deciding how I do my work (% strongly agree or agree),i have a choice in deciding how i do my work
qm_2020_bm,tbl_df,B06. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),i have a clear understanding of my organisation's objectives
qm_2020_bm,tbl_df,B07. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),i understand how my work contributes to my organisation's objectives
qm_2020_bm,tbl_df,B08. My manager motivates me to be more effective in my job (% strongly agree or agree),my manager motivates me to be more effective in my job
qm_2020_bm,tbl_df,B09. My manager is considerate of my life outside work (% strongly agree or agree),my manager is considerate of my life outside work
qm_2020_bm,tbl_df,B10. My manager is open to my ideas (% strongly agree or agree),my manager is open to my ideas
qm_2020_bm,tbl_df,B11. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),my manager helps me to understand how i contribute to my organisation's objectives
qm_2020_bm,tbl_df,"B12. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
qm_2020_bm,tbl_df,B13. My manager recognises when I have done my job well (% strongly agree or agree),my manager recognises when i have done my job well
qm_2020_bm,tbl_df,B14. I receive regular feedback on my performance (% strongly agree or agree),i receive regular feedback on my performance
qm_2020_bm,tbl_df,B15. The feedback I receive helps me to improve my performance (% strongly agree or agree),the feedback i receive helps me to improve my performance
qm_2020_bm,tbl_df,B16. I think that my performance is evaluated fairly (% strongly agree or agree),i think that my performance is evaluated fairly
qm_2020_bm,tbl_df,B17. Poor performance is dealt with effectively in my team (% strongly agree or agree),poor performance is dealt with effectively in my team
qm_2020_bm,tbl_df,B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),the people in my team can be relied upon to help when things get difficult in my job
qm_2020_bm,tbl_df,B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),the people in my team work together to find ways to improve the service we provide
qm_2020_bm,tbl_df,B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),the people in my team are encouraged to come up with new and better ways of doing things
qm_2020_bm,tbl_df,B21. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),i am able to access the right learning and development opportunities when i need to
qm_2020_bm,tbl_df,B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2020_bm,tbl_df,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),there are opportunities for me to develop my career in my organisation
qm_2020_bm,tbl_df,B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2020_bm,tbl_df,B25. I am treated fairly at work (% strongly agree or agree),i am treated fairly at work
qm_2020_bm,tbl_df,B26. I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2020_bm,tbl_df,B27. I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2020_bm,tbl_df,"B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2020_bm,tbl_df,B29. I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2020_bm,tbl_df,B30. I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2020_bm,tbl_df,B31. I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2020_bm,tbl_df,B32. I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2020_bm,tbl_df,B33. I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2020_bm,tbl_df,B34. I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2020_bm,tbl_df,B35. I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
qm_2020_bm,tbl_df,B36. I am satisfied with the total benefits package (% strongly agree or agree),i am satisfied with the total benefits package
qm_2020_bm,tbl_df,B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2020_bm,tbl_df,B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),senior managers in my organisation are sufficiently visible
qm_2020_bm,tbl_df,B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),i believe the actions of senior managers are consistent with my organisation's values
qm_2020_bm,tbl_df,B40. I believe that [my organisation's] senior leaders have a clear vision for the future of [my organisation] (% strongly agree or agree),i believe that my organisation's senior leaders have a clear vision for the future of my organisation
qm_2020_bm,tbl_df,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by my organisation's senior managers"
qm_2020_bm,tbl_df,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree),i feel that change is managed well in my organisation
qm_2020_bm,tbl_df,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),when changes are made in my organisation they are usually for the better
qm_2020_bm,tbl_df,B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),my organisation keeps me informed about matters that affect me
qm_2020_bm,tbl_df,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),i have the opportunity to contribute my views before decisions are made that affect me
qm_2020_bm,tbl_df,B46. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),i think it is safe to challenge the way things are done in my organisation
qm_2020_bm,tbl_df,B47. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),i am proud when i tell others i am part of my organisation
qm_2020_bm,tbl_df,B48. I would recommend [my organisation] as a great place to work (% strongly agree or agree),i would recommend my organisation as a great place to work
qm_2020_bm,tbl_df,B49. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),i feel a strong personal attachment to my organisation
qm_2020_bm,tbl_df,B50. [My organisation] inspires me to do the best in my job (% strongly agree or agree),my organisation inspires me to do the best in my job
qm_2020_bm,tbl_df,B51. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),my organisation motivates me to help it achieve its objectives
qm_2020_bm,tbl_df,B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),i believe that senior managers in my organisation will take action on the results from this survey
qm_2020_bm,tbl_df,"B53. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)","where i work, i think effective action has been taken on the results of the last survey"
qm_2020_bm,tbl_df,B54. I am trusted to carry out my job effectively (% strongly agree or agree),i am trusted to carry out my job effectively
qm_2020_bm,tbl_df,"B55. I believe I would be supported if I try a new idea, even if it may not work (% strongly agree or agree)","i believe i would be supported if i try a new idea, even if it may not work"
qm_2020_bm,tbl_df,"B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% strongly agree or agree)","in my organisation, people are encouraged to speak up when they identify a serious policy or delivery risk"
qm_2020_bm,tbl_df,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree),i feel able to challenge inappropriate behaviour in the workplace
qm_2020_bm,tbl_df,B58. My organisation is committed to creating a diverse and inclusive workplace (% strongly agree or agree),my organisation is committed to creating a diverse and inclusive workplace
qm_2020_bm,tbl_df,B59. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree),i am aware of the civil service vision for 'a brilliant civil service'
qm_2020_bm,tbl_df,B60. Managers in my Area/Directorate/Division actively role model the behaviours set out in the Civil Service Leadership Statement (% always or most of the time),managers in my area/directorate/division actively role model the behaviours set out in the civil service leadership statement (% always or most of the time)
qm_2020_bm,tbl_df,C01_1. I want to leave [my organisation] as soon as possible,i want to leave my organisation as soon as possible
qm_2020_bm,tbl_df,C01_2.I want to leave [my organisation] within the next 12 months,i want to leave my organisation within the next 12 months
qm_2020_bm,tbl_df,C01_3. I want to stay working for [my organisation] for at least the next year,i want to stay working for my organisation for at least the next year
qm_2020_bm,tbl_df,C01_4. I want to stay working for [my organisation] for at least the next three years,i want to stay working for my organisation for at least the next three years
qm_2020_bm,tbl_df,D01. Are you aware of the Civil Service Code? (% yes),are you aware of the civil service code? (% yes)
qm_2020_bm,tbl_df,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),are you aware of how to raise a concern under the civil service code? (% yes)
qm_2020_bm,tbl_df,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),are you confident that if you raise a concern under the civil service code in your organisation it would be investigated properly? (% yes)
qm_2020_bm,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% yes)","have you been discriminated against at work, in the past 12 months? (% yes)"
qm_2020_bm,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% no)","have you been discriminated against at work, in the past 12 months? (% no)"
qm_2020_bm,tbl_df,"E01. Have you been discriminated against at work, in the past 12 months? (% prefer not to say)","have you been discriminated against at work, in the past 12 months? (% prefer not to say)"
qm_2020_bm,tbl_df,E02_01. Grounds of discrimination – Age (% yes to E01 selecting this option),grounds of discrimination: age (% yes to
qm_2020_bm,tbl_df,E02_02. Grounds of discrimination – Caring responsibilities (% yes to E01 selecting this option),grounds of discrimination: caring responsibilities (% yes to
qm_2020_bm,tbl_df,E02_03. Grounds of discrimination – Disability (% yes to E01 selecting this option),grounds of discrimination: disability (% yes to
qm_2020_bm,tbl_df,E02_04. Grounds of discrimination – Ethnic background (% yes to E01 selecting this option),grounds of discrimination: ethnic background (% yes to
qm_2020_bm,tbl_df,E02_05. Grounds of discrimination – Gender (% yes to E01 selecting this option),grounds of discrimination: gender (% yes to
qm_2020_bm,tbl_df,E02_06. Grounds of discrimination – Gender reassignment or perceived gender (% yes to E01 selecting this option),grounds of discrimination: gender reassignment or perceived gender (% yes to
qm_2020_bm,tbl_df,E02_07. Grounds of discrimination – Grade or responsibility level (% yes to E01 selecting this option),grounds of discrimination: grade or responsibility level (% yes to
qm_2020_bm,tbl_df,E02_08. Grounds of discrimination – Main spoken/written language or language ability (% yes to E01 selecting this option),grounds of discrimination: main spoken/written language or language ability (% yes to
qm_2020_bm,tbl_df,E02_09. Grounds of discrimination – Marital status or civil partnership (% yes to E01 selecting this option),grounds of discrimination: marital status or civil partnership (% yes to
qm_2020_bm,tbl_df,E02_10. Grounds of discrimination – Mental health (% yes to E01 selecting this option),grounds of discrimination: mental health (% yes to
qm_2020_bm,tbl_df,E02_11. Grounds of discrimination – Pay (% yes to E01 selecting this option),grounds of discrimination: pay (% yes to
qm_2020_bm,tbl_df,"E02_12. Grounds of discrimination – Pregnancy, maternity or paternity (% yes to E01 selecting this option)","grounds of discrimination: pregnancy, maternity or paternity (% yes to"
qm_2020_bm,tbl_df,E02_13. Grounds of discrimination – Religion or belief (% yes to E01 selecting this option),grounds of discrimination: religion or belief (% yes to
qm_2020_bm,tbl_df,E02_14. Grounds of discrimination – Sex (% yes to E01 selecting this option),grounds of discrimination: sex (% yes to
qm_2020_bm,tbl_df,E02_15. Grounds of discrimination – Sexual orientation (% yes to E01 selecting this option),grounds of discrimination: sexual orientation (% yes to
qm_2020_bm,tbl_df,E02_16. Grounds of discrimination – Social or educational background (% yes to E01 selecting this option),grounds of discrimination: social or educational background (% yes to
qm_2020_bm,tbl_df,E02_17. Grounds of discrimination – Working location (% yes to E01 selecting this option),grounds of discrimination: working location (% yes to
qm_2020_bm,tbl_df,E02_18. Grounds of discrimination – Working pattern (% yes to E01 selecting this option),grounds of discrimination: working pattern (% yes to
qm_2020_bm,tbl_df,E02_19. Grounds of discrimination – Any other grounds (% yes to E01 selecting this option),grounds of discrimination: any other grounds (% yes to
qm_2020_bm,tbl_df,E02_20. Grounds of discrimination – Prefer not to say (% yes to E01 selecting this option),grounds of discrimination: prefer not to say (% yes to
qm_2020_bm,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% yes)","have you been bullied or harassed at work, in the past 12 months? (% yes)"
qm_2020_bm,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)","have you been bullied or harassed at work, in the past 12 months? (% no)"
qm_2020_bm,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)","have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Comments about my personal appearance (% yes to E03 selecting this option),nature of bullying and/or harassment: comments about my personal appearance (% yes to
qm_2020_bm,tbl_df,"E03A. Nature of bullying and/or harassmen – Sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% yes to E03 selecting this option)","nature of bullying and/or harassmen: sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% yes to"
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Spreading gossip or making false accusations about me (% yes to E03 selecting this option),nature of bullying and/or harassment: spreading gossip or making false accusations about me (% yes to
qm_2020_bm,tbl_df,"E03A. Nature of bullying and/or harassment – Intimidation or verbal aggression (e.g. shouting, swearing, making threats) (% yes to E03 selecting this option)","nature of bullying and/or harassment: intimidation or verbal aggression (e.g. shouting, swearing, making threats) (% yes to"
qm_2020_bm,tbl_df,"E03A. Nature of bullying and/or harassment – Physical assault (e.g. object thrown at me, pushed, hit)  (% yes to E03 selecting this option)","nature of bullying and/or harassment: physical assault (e.g. object thrown at me, pushed, hit)  (% yes to"
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Humiliated in front of team or others (% yes to E03 selecting this option),nature of bullying and/or harassment: humiliated in front of team or others (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Negative Micromanagement (e.g. excessive control; made to feel incompetent) (% yes to E03 selecting this option),nature of bullying and/or harassment: negative micromanagement (e.g. excessive control; made to feel incompetent) (% yes to
qm_2020_bm,tbl_df,"E03A. Nature of bullying and/or harassment – Removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% yes to E03 selecting this option)","nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% yes to"
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Treated less favourably to others (% yes to E03 selecting this option),nature of bullying and/or harassment: treated less favourably to others (% yes to
qm_2020_bm,tbl_df,"E03A. Nature of bullying and/or harassment – Ignored, excluded, marginalised (% yes to E03 selecting this option)","nature of bullying and/or harassment: ignored, excluded, marginalised (% yes to"
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Undermining or taking credit for my work (% yes to E03 selecting this option),nature of bullying and/or harassment: undermining or taking credit for my work (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Denied time off for personal ill health (% yes to E03 selecting this option),nature of bullying and/or harassment: denied time off for personal ill health (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Denied time off for family or caring responsibilities (% yes to E03 selecting this option),nature of bullying and/or harassment: denied time off for family or caring responsibilities (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Disclosure of personal/sensitive information to colleagues without my consent (% yes to E03 selecting this option),nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Unhelpful comments about my mental health or being off sick (% yes to E03 selecting this option),nature of bullying and/or harassment: unhelpful comments about my mental health or being off sick (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Something else not listed here (% yes to E03 selecting this option),nature of bullying and/or harassment: something else not listed here (% yes to
qm_2020_bm,tbl_df,E03A. Nature of bullying and/or harassment – Prefer not to say (% yes to E03 selecting this option),nature of bullying and/or harassment: prefer not to say (% yes to
qm_2020_bm,tbl_df,E04_01.Who bullied and/or harassed you? – A colleague in my Area/Directorate/Division (% yes to E03 selecting this option),who bullied and/or harassed you?: a colleague in my area/directorate/division (% yes to
qm_2020_bm,tbl_df,E04_02.Who bullied and/or harassed you? – A colleague in a different Area/Directorate/Division of [my organisation]  (% yes to E03 selecting this option),who bullied and/or harassed you?: a colleague in a different area/directorate/division of my organisation  (% yes to
qm_2020_bm,tbl_df,E04_03.Who bullied and/or harassed you? – My manager (% yes to E03 selecting this option),who bullied and/or harassed you?: my manager (% yes to
qm_2020_bm,tbl_df,E04_04.Who bullied and/or harassed you? – Another senior member of staff in [my organisation] (% yes to E03 selecting this option),who bullied and/or harassed you?: another senior member of staff in my organisation (% yes to
qm_2020_bm,tbl_df,E04_05.Who bullied and/or harassed you? – Someone I manage (% yes to E03 selecting this option),who bullied and/or harassed you?: someone i manage (% yes to
qm_2020_bm,tbl_df,E04_06.Who bullied and/or harassed you? – Someone working in a different Civil Service organisation (% yes to E03 selecting this option),who bullied and/or harassed you?: someone working in a different civil service organisation (% yes to
qm_2020_bm,tbl_df,E04_07.Who bullied and/or harassed you? – Someone working for a non-Civil Service organisation (% yes to E03 selecting this option),who bullied and/or harassed you?: someone working for a non-civil service organisation (% yes to
qm_2020_bm,tbl_df,E04_08.Who bullied and/or harassed you? – A contractor (% yes to E03 selecting this option),who bullied and/or harassed you?: a contractor (% yes to
qm_2020_bm,tbl_df,"E04_09.Who bullied and/or harassed you? – A service user (e.g. customer, claimant, offender) (% yes to E03 selecting this option)","who bullied and/or harassed you?: a service user (e.g. customer, claimant, offender) (% yes to"
qm_2020_bm,tbl_df,E04_10.Who bullied and/or harassed you? – A member of the public (% yes to E03 selecting this option),who bullied and/or harassed you?: a member of the public (% yes to
qm_2020_bm,tbl_df,E04_11.Who bullied and/or harassed you? – Someone else not listed here (% yes to E03 selecting this option),who bullied and/or harassed you?: someone else not listed here (% yes to
qm_2020_bm,tbl_df,E04_12.Who bullied and/or harassed you? – Prefer not to say (% yes to E03 selecting this option),who bullied and/or harassed you?: prefer not to say (% yes to
qm_2020_bm,tbl_df,E05. Did you report your experience of bullying and/or harassment? (% yes),did you report your experience of bullying and/or harassment? (% yes)
qm_2020_bm,tbl_df,E05. Did you report your experience of bullying and/or harassment? (% no),did you report your experience of bullying and/or harassment? (% no)
qm_2020_bm,tbl_df,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say),did you report your experience of bullying and/or harassment? (% prefer not to say)
qm_2020_bm,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes),a. appropriate action was taken to address the behaviour i experienced (% yes)
qm_2020_bm,tbl_df,E06_B. The bullying and/or harassment has stopped (% yes),b. the bullying and/or harassment has stopped (% yes)
qm_2020_bm,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% yes),c. the culture in my area allows this kind of behaviour to continue (% yes)
qm_2020_bm,tbl_df,E06_D. I felt like I was punished for reporting the incident (% yes),d. i felt like i was punished for reporting the incident (% yes)
qm_2020_bm,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% no),a. appropriate action was taken to address the behaviour i experienced (% no)
qm_2020_bm,tbl_df,E06_B. The bullying and/or harassment has stopped (% no),b. the bullying and/or harassment has stopped (% no)
qm_2020_bm,tbl_df,E06_C. The culture in my area allows this kind of behaviour to continue (% no),c. the culture in my area allows this kind of behaviour to continue (% no)
qm_2020_bm,tbl_df,E06_D. I felt like I was punished for reporting the incident (% no),d. i felt like i was punished for reporting the incident (% no)
qm_2020_bm,tbl_df,E06_A. Appropriate action was taken to address the behaviour I experienced (% prefer not to say),a. appropriate action was taken to address the behaviour i experienced (% prefer not to say)
qm_2020_bm,tbl_df,E06_B. The bullying and/or harassment has stopped (% prefer not to say),b. the bullying and/or harassment has stopped (% prefer not to say)
